Scaffold ID,Scaffold Name,Scaffold Topology,Type,Genome ID,Genome,Gene Count,Sequence Length,GC Content,Read Depth,Lineage Domain,Lineage Phylum,Lineage Class,Lineage Order,Lineage Family,Lineage Genus,Lineage Species,Lineage Percentage
3300049257 assembled Ga0508133_020111,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,283,0.65,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas sp. AAP120,1
3300049257 assembled Ga0508133_042475,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",2,266,0.63,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_047363,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,328,0.61,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas sp. AAP120,1
3300049257 assembled Ga0508133_045408,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",2,434,0.63,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_058830,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",2,816,0.64,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,,,,1
3300049257 assembled Ga0508133_077362,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,318,0.64,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_063283,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,273,0.66,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_037314,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,359,0.67,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_045544,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,310,0.67,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_093138,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",3,493,0.65,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_015973,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",54,49653,0.63,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Rhodomicrobium,Rhodomicrobium vannielii,0.77
3300049257 assembled Ga0508133_052489,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,260,0.65,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_058294,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,232,0.61,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_046045,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,283,0.62,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_027471,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",3,1172,0.66,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_040509,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,243,0.61,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_035977,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,241,0.68,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_091671,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,368,0.64,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_037692,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,281,0.58,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas sp. AAP120,1
3300049257 assembled Ga0508133_059953,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",2,1105,0.67,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_068852,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,279,0.61,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas pentothenatexigens,1
3300049257 assembled Ga0508133_045016,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",3,3441,0.64,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_099195,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,478,0.64,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_031130,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,281,0.64,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_098192,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,339,0.65,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_072491,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,593,0.67,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_049958,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",2,502,0.66,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_101568,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,506,0.62,1,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,Rhizomicrobium,Rhizomicrobium sp. SG733,1
3300049257 assembled Ga0508133_043036,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,385,0.61,1,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,Rhizomicrobium,Rhizomicrobium sp. SG733,1
3300049257 assembled Ga0508133_098615,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,240,0.62,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_066513,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,399,0.66,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_076515,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,200,0.65,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_077107,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,281,0.63,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_030378,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",3,1514,0.66,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_077679,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",2,464,0.64,1,,,,,,,,
3300049257 assembled Ga0508133_056524,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,232,0.64,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_023553,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,284,0.62,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_084750,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,236,0.65,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_043988,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",2,533,0.61,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas sp. B29,1
3300049257 assembled Ga0508133_062961,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,365,0.67,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_102050,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,273,0.64,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_059984,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,217,0.67,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_023540,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",2,414,0.63,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_069703,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,210,0.61,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas sp. AAP120,1
3300049257 assembled Ga0508133_094366,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,207,0.65,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_099083,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,452,0.67,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_014962,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,246,0.65,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_049421,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",26,33319,0.64,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Rhodomicrobium,,0.96
3300049257 assembled Ga0508133_083310,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,270,0.64,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas sp. AAP120,1
3300049257 assembled Ga0508133_083632,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,455,0.62,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_069747,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,282,0.66,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_072158,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,316,0.7,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_017042,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,295,0.59,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_031581,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",8,10420,0.63,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Rhodomicrobium,Rhodomicrobium vannielii,0.75
3300049257 assembled Ga0508133_040480,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",2,646,0.63,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_024116,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,399,0.69,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_026717,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",2,402,0.64,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_083838,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",2,470,0.66,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_048238,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,271,0.62,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_055710,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",2,598,0.62,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_084752,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,212,0.66,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_019901,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,211,0.58,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_073234,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,280,0.61,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_025007,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,605,0.62,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_089391,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,282,0.63,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_068445,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,403,0.63,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_013674,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,307,0.67,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_043201,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",2,304,0.67,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_022559,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",2,676,0.67,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_026151,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,307,0.61,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_025427,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",2,397,0.61,1,,,,,,,,
3300049257 assembled Ga0508133_052769,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,281,0.62,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_096133,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",2,683,0.64,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_074816,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,468,0.62,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas pentothenatexigens,1
3300049257 assembled Ga0508133_084713,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,211,0.65,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_028962,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",2,327,0.61,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_021985,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",2,900,0.63,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_035267,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,218,0.61,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_017426,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",2,242,0.61,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_031316,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,257,0.65,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_030166,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",4,3449,0.63,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_012076,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,757,0.66,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_030219,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,705,0.65,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_090922,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,523,0.62,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium selenitireducens,1
3300049257 assembled Ga0508133_095739,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,282,0.62,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_098904,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,342,0.64,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_024313,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,264,0.61,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_031248,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,234,0.68,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_095610,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,286,0.65,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_061856,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",1,956,0.59,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
3300049257 assembled Ga0508133_017353,,,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",2,384,0.62,1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,1
