Gene ID,Locus Tag,Gene Product Name,Genome ID,Genome Name,Batch1,Gene Symbol,GenBank Accession,Chromosome,Start Coord,End Coord,Strand,DNA Sequence Length (bp),Amino Acid Sequence Length (aa),Locus Type,Is Pseudogene,Is Partial Gene,Add Date,Is Public,Sequencing Status,Transmembrane Helices,Signal Peptides,Scaffold ID,Scaffold External Accession,Scaffold Name,Scaffold Length (bp),Scaffold GC %,Scaffold Read Depth,COG,Pfam,Tigrfam,SMART,SUPERFam,CATH FunFam,Enzyme,KO,IMG Term,MyIMG (self),MyIMG (group),MyIMG (public)
3300049257 assembled Ga0508133_002370_98_859,null,nitrogenase iron protein NifH,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,98,859,#ERROR!,762,254,CDS,,,,No,Draft,,,Ga0508133_002370,,Ga0508133_002370,861,0.62,1,"COG1348===Nitrogenase subunit NifH, an ATPase","pfam00142===4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family",TIGR01287===nitrogenase iron protein,SM00382===AAA - ATPases associated with a variety of cellular activities. This profile/alignment only detects a fraction of this vast family. The poorly conserved N-terminal helix is missing from the alignment.,52540===P-loop containing nucleoside triphosphate hydrolases,3.40.50.300===P-loop containing nucleotide triphosphate hydrolases,EC:1.18.6.1===Nitrogenase.,KO:K02588===nifH===nitrogenase iron protein NifH,,,,
3300049257 assembled Ga0508133_010326_3_350,null,nitrogenase iron protein NifH,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,3,350,-,348,116,CDS,,,,No,Draft,,,Ga0508133_010326,,Ga0508133_010326,691,0.63,1,"COG1348===Nitrogenase subunit NifH, an ATPase","pfam00142===4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family",,SM00382===AAA - ATPases associated with a variety of cellular activities. This profile/alignment only detects a fraction of this vast family. The poorly conserved N-terminal helix is missing from the alignment.,52540===P-loop containing nucleoside triphosphate hydrolases,3.40.50.300===P-loop containing nucleotide triphosphate hydrolases,EC:1.18.6.1===Nitrogenase.,KO:K02588===nifH===nitrogenase iron protein NifH,,,,
3300049257 assembled Ga0508133_052769_94_279,null,nitrogenase iron protein NifH,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,94,279,#ERROR!,186,62,CDS,,,,No,Draft,,,Ga0508133_052769,,Ga0508133_052769,281,0.62,1,"COG1348===Nitrogenase subunit NifH, an ATPase","pfam00142===4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family",,SM00382===AAA - ATPases associated with a variety of cellular activities. This profile/alignment only detects a fraction of this vast family. The poorly conserved N-terminal helix is missing from the alignment.,52540===P-loop containing nucleoside triphosphate hydrolases,3.40.50.300===P-loop containing nucleotide triphosphate hydrolases,EC:1.18.6.1===Nitrogenase.,KO:K02588===nifH===nitrogenase iron protein NifH,,,,
3300049257 assembled Ga0508133_004567_3_218,null,nitrogenase iron protein NifH,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,3,218,-,216,72,CDS,,,,No,Draft,,,Ga0508133_004567,,Ga0508133_004567,391,0.61,1,"COG1348===Nitrogenase subunit NifH, an ATPase","pfam00142===4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family",,SM00382===AAA - ATPases associated with a variety of cellular activities. This profile/alignment only detects a fraction of this vast family. The poorly conserved N-terminal helix is missing from the alignment.,52540===P-loop containing nucleoside triphosphate hydrolases,3.40.50.300===P-loop containing nucleotide triphosphate hydrolases,EC:1.18.6.1===Nitrogenase.,KO:K02588===nifH===nitrogenase iron protein NifH,,,,
3300049257 assembled Ga0508133_060477_168_446,null,nitrogenase iron protein NifH,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,168,446,-,279,92,CDS,,,,No,Draft,,,Ga0508133_060477,,Ga0508133_060477,447,0.69,1,"COG1348===Nitrogenase subunit NifH, an ATPase","pfam00142===4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family",,,52540===P-loop containing nucleoside triphosphate hydrolases,3.40.50.300===P-loop containing nucleotide triphosphate hydrolases,EC:1.18.6.1===Nitrogenase.,KO:K02588===nifH===nitrogenase iron protein NifH,,,,
3300049257 assembled Ga0508133_101355_3_197,null,nitrogenase iron protein NifH,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,3,197,-,195,65,CDS,,,,No,Draft,,,Ga0508133_101355,,Ga0508133_101355,215,0.58,1,"COG1348===Nitrogenase subunit NifH, an ATPase","pfam00142===4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family",,,52540===P-loop containing nucleoside triphosphate hydrolases,3.40.50.300===P-loop containing nucleotide triphosphate hydrolases,EC:1.18.6.1===Nitrogenase.,KO:K02588===nifH===nitrogenase iron protein NifH,,,,
3300049257 assembled Ga0508133_037692_3_281,null,nitrogenase iron protein NifH,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,3,281,-,279,93,CDS,,,,No,Draft,,,Ga0508133_037692,,Ga0508133_037692,281,0.58,1,"COG1348===Nitrogenase subunit NifH, an ATPase","pfam00142===4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family",,,52540===P-loop containing nucleoside triphosphate hydrolases,3.40.50.300===P-loop containing nucleotide triphosphate hydrolases,EC:1.18.6.1===Nitrogenase.,KO:K02588===nifH===nitrogenase iron protein NifH,,,,
3300049257 assembled Ga0508133_045408_238_429,null,nitrogenase iron protein NifH,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,238,429,-,192,63,CDS,,,,No,Draft,,,Ga0508133_045408,,Ga0508133_045408,434,0.63,1,"COG1348===Nitrogenase subunit NifH, an ATPase","pfam00142===4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family",,,52540===P-loop containing nucleoside triphosphate hydrolases,3.40.50.300===P-loop containing nucleotide triphosphate hydrolases,EC:1.18.6.1===Nitrogenase.,KO:K02588===nifH===nitrogenase iron protein NifH,,,,
3300049257 assembled Ga0508133_009304_2_241,null,nitrogenase iron protein NifH,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,2,241,#ERROR!,240,80,CDS,,,,No,Draft,,,Ga0508133_009304,,Ga0508133_009304,241,0.63,1,"COG1348===Nitrogenase subunit NifH, an ATPase","pfam00142===4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family",,,52540===P-loop containing nucleoside triphosphate hydrolases,3.40.50.300===P-loop containing nucleotide triphosphate hydrolases,EC:1.18.6.1===Nitrogenase.,KO:K02588===nifH===nitrogenase iron protein NifH,,,,
3300049257 assembled Ga0508133_059840_3_767,null,nitrogenase iron protein NifH,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,3,767,#ERROR!,765,255,CDS,,,,No,Draft,,,Ga0508133_059840,,Ga0508133_059840,767,0.64,1,"COG1348===Nitrogenase subunit NifH, an ATPase","pfam00142===4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family",TIGR01287===nitrogenase iron protein,,52540===P-loop containing nucleoside triphosphate hydrolases,3.40.50.300===P-loop containing nucleotide triphosphate hydrolases,EC:1.18.6.1===Nitrogenase.,KO:K02588===nifH===nitrogenase iron protein NifH,,,,
3300049256 assembled Ga0508132_60704_1_255,null,nitrogenase iron protein NifH,3300049256,"Lab enriched compost microbial communities from Needham, MA, USA - 01 SPAdes assembly (*) (MER-FS) (assembled)",1,,,,1,255,-,255,85,CDS,,,,No,Draft,,,Ga0508132_60704,,Ga0508132_60704,352,0.47,1,"COG1348===Nitrogenase subunit NifH, an ATPase","pfam00142===4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family",,SM00382===AAA - ATPases associated with a variety of cellular activities. This profile/alignment only detects a fraction of this vast family. The poorly conserved N-terminal helix is missing from the alignment.,52540===P-loop containing nucleoside triphosphate hydrolases,3.40.50.300===P-loop containing nucleotide triphosphate hydrolases,EC:1.18.6.1===Nitrogenase.,KO:K02588===nifH===nitrogenase iron protein NifH,,,,
3300049257 assembled Ga0508133_018583_8051_8929,null,nitrogenase iron protein NifH,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,8051,8929,#ERROR!,879,292,CDS,,,,No,Draft,,,Ga0508133_018583,,Ga0508133_018583,17747,0.62,1,"COG1348===Nitrogenase subunit NifH, an ATPase","pfam00142===4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family",TIGR01287===nitrogenase iron protein,SM00382===AAA - ATPases associated with a variety of cellular activities. This profile/alignment only detects a fraction of this vast family. The poorly conserved N-terminal helix is missing from the alignment.,52540===P-loop containing nucleoside triphosphate hydrolases,3.40.50.300===P-loop containing nucleotide triphosphate hydrolases,EC:1.18.6.1===Nitrogenase.,KO:K02588===nifH===nitrogenase iron protein NifH,,,,
3300049256 assembled Ga0508132_00033_7687_8541,null,nitrogenase iron protein NifH,3300049256,"Lab enriched compost microbial communities from Needham, MA, USA - 01 SPAdes assembly (*) (MER-FS) (assembled)",1,,,,7687,8541,-,855,284,CDS,,,,No,Draft,,,Ga0508132_00033,,Ga0508132_00033,79447,0.64,1,"COG1348===Nitrogenase subunit NifH, an ATPase","pfam00142===4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family",TIGR01287===nitrogenase iron protein,SM00382===AAA - ATPases associated with a variety of cellular activities. This profile/alignment only detects a fraction of this vast family. The poorly conserved N-terminal helix is missing from the alignment.,52540===P-loop containing nucleoside triphosphate hydrolases,3.40.50.300===P-loop containing nucleotide triphosphate hydrolases,EC:1.18.6.1===Nitrogenase.,KO:K02588===nifH===nitrogenase iron protein NifH,,,,
3300049257 assembled Ga0508133_040509_1_243,null,nitrogenase iron protein NifH,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,1,243,-,243,81,CDS,,,,No,Draft,,,Ga0508133_040509,,Ga0508133_040509,243,0.61,1,"COG1348===Nitrogenase subunit NifH, an ATPase","pfam00142===4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family",,,52540===P-loop containing nucleoside triphosphate hydrolases,3.40.50.300===P-loop containing nucleotide triphosphate hydrolases,EC:1.18.6.1===Nitrogenase.,KO:K02588===nifH===nitrogenase iron protein NifH,,,,
3300049257 assembled Ga0508133_039152_3_281,null,nitrogenase iron protein NifH,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,3,281,-,279,93,CDS,,,,No,Draft,,,Ga0508133_039152,,Ga0508133_039152,281,0.65,1,"COG1348===Nitrogenase subunit NifH, an ATPase","pfam00142===4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family",,,52540===P-loop containing nucleoside triphosphate hydrolases,3.40.50.300===P-loop containing nucleotide triphosphate hydrolases,EC:1.18.6.1===Nitrogenase.,KO:K02588===nifH===nitrogenase iron protein NifH,,,,
3300049257 assembled Ga0508133_090752_82_909,null,nitrogenase iron protein NifH,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,82,909,#ERROR!,828,275,CDS,,,,No,Draft,,,Ga0508133_090752,,Ga0508133_090752,2490,0.62,1,"COG1348===Nitrogenase subunit NifH, an ATPase","pfam00142===4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family",TIGR01287===nitrogenase iron protein,SM00382===AAA - ATPases associated with a variety of cellular activities. This profile/alignment only detects a fraction of this vast family. The poorly conserved N-terminal helix is missing from the alignment.,52540===P-loop containing nucleoside triphosphate hydrolases,3.40.50.300===P-loop containing nucleotide triphosphate hydrolases,EC:1.18.6.1===Nitrogenase.,KO:K02588===nifH===nitrogenase iron protein NifH,,,,
3300049257 assembled Ga0508133_026717_292_402,null,nitrogenase iron protein NifH,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,292,402,-,111,36,CDS,,,,No,Draft,,,Ga0508133_026717,,Ga0508133_026717,402,0.64,1,,,,,,,EC:1.18.6.1===Nitrogenase.,KO:K02588===nifH===nitrogenase iron protein NifH,,,,
3300049257 assembled Ga0508133_046042_2_229,null,nitrogenase iron protein NifH,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,2,229,-,228,76,CDS,,,,No,Draft,,,Ga0508133_046042,,Ga0508133_046042,229,0.59,1,"COG1348===Nitrogenase subunit NifH, an ATPase","pfam00142===4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family",,,52540===P-loop containing nucleoside triphosphate hydrolases,3.40.50.300===P-loop containing nucleotide triphosphate hydrolases,EC:1.18.6.1===Nitrogenase.,KO:K02588===nifH===nitrogenase iron protein NifH,,,,
3300049256 assembled Ga0508132_00651_1084_1746,null,nitrogenase iron protein NifH,3300049256,"Lab enriched compost microbial communities from Needham, MA, USA - 01 SPAdes assembly (*) (MER-FS) (assembled)",1,,,,1084,1746,-,663,220,CDS,,,,No,Draft,,,Ga0508132_00651,,Ga0508132_00651,10793,0.63,1,"COG1348===Nitrogenase subunit NifH, an ATPase","pfam00142===4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family",TIGR01287===nitrogenase iron protein,SM00382===AAA - ATPases associated with a variety of cellular activities. This profile/alignment only detects a fraction of this vast family. The poorly conserved N-terminal helix is missing from the alignment.,52540===P-loop containing nucleoside triphosphate hydrolases,3.40.50.300===P-loop containing nucleotide triphosphate hydrolases,EC:1.18.6.1===Nitrogenase.,KO:K02588===nifH===nitrogenase iron protein NifH,,,,
3300049257 assembled Ga0508133_053277_337_525,null,nitrogenase iron protein NifH,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,337,525,-,189,62,CDS,,,,No,Draft,,,Ga0508133_053277,,Ga0508133_053277,526,0.67,1,"COG1348===Nitrogenase subunit NifH, an ATPase",,,,52540===P-loop containing nucleoside triphosphate hydrolases,3.40.50.300===P-loop containing nucleotide triphosphate hydrolases,EC:1.18.6.1===Nitrogenase.,KO:K02588===nifH===nitrogenase iron protein NifH,,,,
3300049257 assembled Ga0508133_069009_1_291,null,nitrogenase iron protein NifH,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,1,291,#ERROR!,291,97,CDS,,,,No,Draft,,,Ga0508133_069009,,Ga0508133_069009,293,0.65,1,"COG1348===Nitrogenase subunit NifH, an ATPase","pfam00142===4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family",,,52540===P-loop containing nucleoside triphosphate hydrolases,3.40.50.300===P-loop containing nucleotide triphosphate hydrolases,EC:1.18.6.1===Nitrogenase.,KO:K02588===nifH===nitrogenase iron protein NifH,,,,
3300049256 assembled Ga0508132_00907_6290_7117,null,nitrogenase iron protein NifH,3300049256,"Lab enriched compost microbial communities from Needham, MA, USA - 01 SPAdes assembly (*) (MER-FS) (assembled)",1,,,,6290,7117,-,828,275,CDS,,,,No,Draft,,,Ga0508132_00907,,Ga0508132_00907,7793,0.64,1,"COG1348===Nitrogenase subunit NifH, an ATPase","pfam00142===4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family",TIGR01287===nitrogenase iron protein,SM00382===AAA - ATPases associated with a variety of cellular activities. This profile/alignment only detects a fraction of this vast family. The poorly conserved N-terminal helix is missing from the alignment.,52540===P-loop containing nucleoside triphosphate hydrolases,3.40.50.300===P-loop containing nucleotide triphosphate hydrolases,EC:1.18.6.1===Nitrogenase.,KO:K02588===nifH===nitrogenase iron protein NifH,,,,
3300049257 assembled Ga0508133_095289_4_591,null,nitrogenase iron protein NifH,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,4,591,#ERROR!,588,195,CDS,,,,No,Draft,,,Ga0508133_095289,,Ga0508133_095289,1276,0.64,1,"COG1348===Nitrogenase subunit NifH, an ATPase","pfam00142===4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family",,,52540===P-loop containing nucleoside triphosphate hydrolases,3.40.50.300===P-loop containing nucleotide triphosphate hydrolases,EC:1.18.6.1===Nitrogenase.,KO:K02588===nifH===nitrogenase iron protein NifH,,,,
3300049256 assembled Ga0508132_00218_6036_7166,null,nitrogenase iron protein NifH,3300049256,"Lab enriched compost microbial communities from Needham, MA, USA - 01 SPAdes assembly (*) (MER-FS) (assembled)",1,,,,6036,7166,-,1131,376,CDS,,,,No,Draft,,,Ga0508132_00218,,Ga0508132_00218,23473,0.63,1,"COG1348===Nitrogenase subunit NifH, an ATPase","pfam00142===4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family",TIGR01287===nitrogenase iron protein,SM00382===AAA - ATPases associated with a variety of cellular activities. This profile/alignment only detects a fraction of this vast family. The poorly conserved N-terminal helix is missing from the alignment.,52540===P-loop containing nucleoside triphosphate hydrolases,3.40.50.300===P-loop containing nucleotide triphosphate hydrolases,EC:1.18.6.1===Nitrogenase.,KO:K02588===nifH===nitrogenase iron protein NifH,,,,
3300049257 assembled Ga0508133_067617_7_243,null,nitrogenase iron protein NifH,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,7,243,#ERROR!,237,79,CDS,,,,No,Draft,,,Ga0508133_067617,,Ga0508133_067617,245,0.65,1,"COG1348===Nitrogenase subunit NifH, an ATPase","pfam00142===4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family",,,52540===P-loop containing nucleoside triphosphate hydrolases,3.40.50.300===P-loop containing nucleotide triphosphate hydrolases,EC:1.18.6.1===Nitrogenase.,KO:K02588===nifH===nitrogenase iron protein NifH,,,,
3300049256 assembled Ga0508132_43797_1_399,null,nitrogenase iron protein NifH,3300049256,"Lab enriched compost microbial communities from Needham, MA, USA - 01 SPAdes assembly (*) (MER-FS) (assembled)",1,,,,1,399,-,399,133,CDS,,,,No,Draft,,,Ga0508132_43797,,Ga0508132_43797,400,0.57,1,"COG1348===Nitrogenase subunit NifH, an ATPase","pfam00142===4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family",,,52540===P-loop containing nucleoside triphosphate hydrolases,3.40.50.300===P-loop containing nucleotide triphosphate hydrolases,EC:1.18.6.1===Nitrogenase.,KO:K02588===nifH===nitrogenase iron protein NifH,,,,
3300049257 assembled Ga0508133_056570_3_101,null,nitrogenase iron protein NifH,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,3,101,#ERROR!,99,32,CDS,,,,No,Draft,,,Ga0508133_056570,,Ga0508133_056570,240,0.63,1,,,,,,,EC:1.18.6.1===Nitrogenase.,KO:K02588===nifH===nitrogenase iron protein NifH,,,,
