Scaffold ID,Scaffold Original ID,Scaffold Name,IMG Genome ID (IMG Taxon ID),Genome Name / Sample Name,Scaffold Topology,NCBI Molecular Type,Scaffold Gene Count,Scaffold Nucleotide Length (bp),Scaffold GC Content,Scaffold Read Depth,Lineage,Lineage Percentage,In MetaBAT Bins,In EukCC Bins
3300049257 assembled Ga0508133_057535,k141_9649,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,208,0.65,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_057776,k141_45260,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,251,0.65,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_058294,k141_133462,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,232,0.61,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_058456,k141_99187,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,253,0.63,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_058566,k141_120314,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,445,0.64,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_058822,k141_58166,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,225,0.64,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_059574,k141_3785,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,687,0.64,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_059840,k141_30950,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,767,0.64,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_059984,k141_52142,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,217,0.67,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_059988,k141_30964,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,415,0.64,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_060320,k141_79047,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,338,0.64,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_060889,k141_99379,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,217,0.6,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas sp. AAP120,100,,
3300049257 assembled Ga0508133_060930,k141_99385,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,216,0.61,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas sp. AAP120,100,,
3300049257 assembled Ga0508133_061128,k141_16505,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,243,0.63,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_061183,k141_16509,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,573,0.58,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_061203,k141_133718,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,307,0.65,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_061409,k141_25377,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,251,0.66,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_061856,k141_25422,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,956,0.59,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_061883,k141_79118,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,257,0.62,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas sp. AAP120,100,,
3300049257 assembled Ga0508133_062372,k141_25474,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,587,0.61,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_062463,k141_38433,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,365,0.57,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_062961,k141_16576,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,365,0.67,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_063076,k141_99573,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,289,0.67,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_063102,k141_99576,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,243,0.67,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_063283,k141_133884,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,273,0.66,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_063895,k141_4027,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,459,0.63,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_064798,k141_120728,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,307,0.57,1,Bacteria; Proteobacteria; Alphaproteobacteria; Micropepsales; Micropepsaceae; Rhizomicrobium; Rhizomicrobium sp. SG733,100,,
3300049257 assembled Ga0508133_065085,k141_52545,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,207,0.62,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_065497,k141_25798,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,364,0.65,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_066513,k141_52647,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,399,0.66,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_067107,k141_52700,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,436,0.61,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Rhizobium; Rhizobium sp. ACO-34A,100,,
3300049257 assembled Ga0508133_067617,k141_106281,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,245,0.65,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_067640,k141_134252,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,297,0.64,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_068445,k141_113436,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,403,0.63,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_068852,k141_4216,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,279,0.61,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas pentothenatexigens,100,,
3300049257 assembled Ga0508133_068911,k141_52852,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,331,0.6,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_069009,k141_86217,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,293,0.65,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_069066,k141_86228,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,283,0.63,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas sp. AAP120,100,,
3300049257 assembled Ga0508133_069496,k141_39027,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,309,0.61,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_069700,k141_46356,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,201,0.65,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_069703,k141_113523,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,210,0.61,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas sp. AAP120,100,,
3300049257 assembled Ga0508133_069747,k141_46360,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,282,0.66,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_072158,k141_86459,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,316,0.7,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_072491,k141_72584,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,593,0.67,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_073234,k141_31894,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,280,0.61,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_073242,k141_31895,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,222,0.63,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_073316,k141_31901,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,492,0.62,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas sp. AAP120,100,,
3300049257 assembled Ga0508133_073333,k141_66862,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,282,0.6,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas sp. AAP120,100,,
3300049257 assembled Ga0508133_073381,k141_66867,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,282,0.61,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas sp. AAP120,100,,
3300049257 assembled Ga0508133_073416,k141_66869,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,209,0.62,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas sp. AAP120,100,,
3300049257 assembled Ga0508133_074404,k141_39388,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,201,0.61,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_074444,k141_53203,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,201,0.67,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_074568,k141_113884,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,249,0.6,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_074816,k141_72741,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,468,0.62,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas pentothenatexigens,100,,
3300049257 assembled Ga0508133_075178,k141_79633,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,576,0.68,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_075357,k141_10385,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,657,0.58,1,Bacteria; Proteobacteria; Alphaproteobacteria; Micropepsales; Micropepsaceae; Rhizomicrobium; Rhizomicrobium sp. SG733,100,,
3300049257 assembled Ga0508133_076023,k141_59824,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,281,0.64,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_076188,k141_86775,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,457,0.64,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_076515,k141_26395,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,200,0.65,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_076853,k141_4630,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,419,0.69,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_077105,k141_39654,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,221,0.63,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_077107,k141_46980,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,281,0.63,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_077362,k141_134771,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,318,0.64,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_077861,k141_114155,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,469,0.67,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_078180,k141_26548,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,204,0.61,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_078228,k141_128654,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,207,0.63,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas sp. AAP120,100,,
3300049257 assembled Ga0508133_078261,k141_134829,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,630,0.68,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_078577,k141_17804,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,447,0.6,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Rhizobium; Rhizobium selenitireducens,100,,
3300049257 assembled Ga0508133_078931,k141_39754,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,395,0.61,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_079704,k141_121874,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,300,0.68,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_080454,k141_100872,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,258,0.65,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_080598,k141_114357,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,246,0.67,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas sp. AAP120,100,,
3300049257 assembled Ga0508133_080689,k141_17869,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,207,0.64,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_081944,k141_32175,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,217,0.59,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_082091,k141_107114,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,314,0.67,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_083152,k141_100967,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,320,0.66,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_083310,k141_93139,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,270,0.64,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas sp. AAP120,100,,
3300049257 assembled Ga0508133_083632,k141_40164,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,455,0.62,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_084570,k141_40242,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,507,0.67,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_084713,k141_80153,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,211,0.65,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_084750,k141_40262,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,236,0.65,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_084752,k141_80158,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,212,0.66,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_086673,k141_40443,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,281,0.62,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_086680,k141_135394,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,255,0.65,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
3300049257 assembled Ga0508133_087609,k141_27096,,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*)",,,1,281,0.64,1,Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Bradyrhizobiaceae; Rhodopseudomonas; Rhodopseudomonas palustris,100,,
